,cpu_rating,display_density,display_height,display_size,display_width,height,memory,standby_time,talk_time,thickness,weight,width
Samsung-SGH-F400_id2608,,182,320,2,240,103,,600,4.50,16.9,108,48
Motorola-DROID-Turbo_id8956,1,565,2560,2,1440,143.5,3,,,11.2,169,73.3
LAVA-Iris-Fuel-25_id9318,1,196,854,0,480,145.6,5,768,19.00,10.8,,74
Huawei-Ascend-P1_id6823,1,256,960,3,540,127.4,1,,,7.7,110,64.8
Nokia-3128_id1055,,,160,,128,79.9,,200,4.00,20.8,80,41.6
ZTE-Warp-Sync_id8864,1,294,1280,0,720,142.2,2,,12.00,10.2,163,73.7
Samsung-SGH-Z400_id1522,,200,320,0,240,97,,320,3.70,18.5,107,48
Micromax-X328_id8859,,143,320,8,240,123.5,,300,5.00,10.5,110,52
Alcatel-OneTouch-Idol-X_id8257,1,441,1920,0,1080,140.4,2,650,27.00,8.1,125,69.1
Micromax-Canvas-HUE-2_id9696,1,294,1280,0,720,,2,205,7.00,,119,
i-mobile-309_id4072,,,96,,96,87,,60,2.00,15,54,32
Verykool-i126_id8065,,114,160,8,128,111.4,,,,14.60,64,46.40
Sony-Ericsson-W205_id3631,,114,160,8,128,92,,425,9.00,16.4,96,47
Vertu-Constellation-Diamonds_id5610,,,,,,109,,400,5.50,15.7,142,45
BLU-Dash-C-Music_id9011,1,233,800,0,480,125,5,700,18.00,12.5,121,63.8
Videocon-Infinium-Z51-Punch_id9849,1,196,854,0,480,,1,,,,,
Micromax-Canvas-Mega_id9926,1,267,1280,5,720,154,1,600,10.00,8.9,,78.7
Samsung-SCH-A890_id905,,,220,,176,89,,336,4.50,25,113,50
Sagem-MY-S-7_id980,3,,220,,176,110,,100,4.00,21,120,49
Micromax-Q50_id5907,,182,240,2,320,114,,192,3.00,10.4,96,60
Samsung-SPH-M300_id2074,,,160,,128,91.5,,,3.70,18,85,48
Samsung-SGH-i320_id1574,,,240,,320,111,,140,3.30,11.5,95,59
Spice-Mobile-M-5056_id5789,,141,220,0,176,110.5,,600,4.80,14.6,85,48
Motorola-Moto-G4-Play_id10056,1,294,1280,0,720,144.4,2,,,9.9,137,72
Motorola-Brute-i680_id4132,,128,220,2,176,100,,150,5.80,26,159,53
LG-T500_id5245,3,143,320,8,240,,,550,8.00,,93,
Vertu-Ti_id7842,1,252,800,7,480,115.6,1,200,7.30,13.2,160,49
Kyocera-K7--KE433-Rave_id668,,,,,,112,,180,3.50,23,100,49
Nokia-3710-fold-US_id4148,,182,320,2,240,89,,288,4.00,15.2,94,47
Nokia-Asha-311_id7132,3,155,400,0,240,106,5,711,7.20,12.9,95,52
Panasonic-Versio-TX320_id48,,,,,,117,,200,2.30,18,88,43
Kyocera-Strobe--Switch-Back_id1448,,,160,,128,108,,150,3.00,24,115,52
Asus-P527_id2741,3,154,320,6,240,113,,200,5.00,15.4,129,58
Benq-Siemens-CL71_id1510,,,220,,176,97,,170,2.36,18,110,46.5
Apple-iPhone-5_id7378,1,326,1136,0,640,123.8,1,225,,7.6,112,58.6
LG-L600v_id1678,,,220,,176,94,,280,3.33,19,95,49
Motorola-MPx200_id695,,,220,,176,89,,100,5.10,27,113,48
Xiaomi-Mi-Two_id7427,1,342,1280,3,720,126,2,,,10.2,145,62
Sony-Ericsson-Z610_id1719,,,220,,176,94,,400,7.00,20,110,49
Samsung-SCH-U340_id1731,,,160,,128,89,,200,3.50,20.5,91,46
Alcatel-OT-E801_id2255,,,128,,128,96.5,,250,10.00,17.5,75,45
Nokia-6282_id1414,,,320,,240,100,,200,5.00,21,115,46
Samsung-SGH-i600-Ultra-Messaging_id1703,3,,240,,320,113,,305,6.50,11.8,105,59
Nokia-6020_id987,,,128,,128,106,,330,3.00,20,90,44
Micromax-Bolt-Q331_id9937,1,196,854,0,480,,5,200,6.00,,,
Spice-Mobile-Mi-410_id5772,3,233,800,0,480,122,,400,4.00,10,143,66
LG-Dare_id2669,,155,400,0,240,104,,360,4.66,13,107,56
Samsung-SPH-N270-Matrix-Phone_id549,,,160,,128,115,,,,20,132,58
LG-Quantum_id4854,3,267,800,5,480,119,5,350,7.00,15,176,59
Samsung-Galaxy-Beam-2_id8549,1,200,800,7,480,134.5,1,,,11.64,165,70
Samsung-I8000L_id3907,3,252,800,7,480,118,,430,10.00,11.9,123,60
Motorola-DROID-BIONIC_id5306,1,256,960,3,540,127.5,1,200,10.83,10.9,159,66.9
GIGABYTE-GSmart-Rey-R3_id8615,1,218,854,5,480,136,1,320,8.00,10.5,138,66
Siemens-C62_id681,,,128,,128,101,,250,4.50,20,85,44
Karbonn-K707_id7620,,167,320,4,240,118.9,,600,8.00,15.7,100,49.8
Celkon-C909_id7319,,167,320,4,240,115,,400,5.00,11.4,78,52
HTC-Lancaster_id3711,3,,,8,,109,,,,17.10,110,54
BlackBerry-8703e_id1716,3,,240,,320,110,,192,3.30,19.5,135,69.5
Samsung-Hennessy_id8070,1,175,480,3,320,110.85,,,,18.62,208,59.3
Samsung-OMNIA_id2914,3,146,400,2,240,112,5,500,5.80,12.5,122,56.9
Haier-M2000_id5994,,,,8,,89,,300,5.83,16,78,45.8
Nokia-7100-Supernova_id3249,,200,320,0,240,98,,454,8.50,15,104,48.4
Samsung-GALAXY-Tab-10,1,149,800,1,1280,246.2,,,,10.9,599,170.4
Plum-tracer-II_id7214,,,,,,,,,,,,
Sony-Xperia-U_id6966,1,280,854,5,480,112,5,260,6.60,12,110,54
Samsung-Omnia-II_id3790,3,252,800,7,480,118,5,430,10.00,11.9,123,60
Samsung-SGH-C160_id2238,,,128,,128,103.5,,180,2.50,15.5,70,44
Sagem-my220X_id2750,,121,128,5,128,107,,240,3.00,10,65,47
Emporia-LIFEplus_id5829,,76,160,7,128,117,,250,3.00,18,138,58
Samsung-Galaxy-S7-edge_id9818,1,534,2560,5,1440,150.9,4,,,7.7,157,72.6
General-Mobile-4G_id10093,1,294,1280,0,720,140.5,2,,,9.3,135,69.75
Micromax-Bolt-A065_id8933,1,233,800,0,480,,5,373,6.50,,,
Verykool-Lynx-II-s3503_id9940,3,165,480,5,320,115.20,5,,,11.00,100,62.00
Samsung-SGH-T309_id1313,,,160,,128,82.5,,200,4.50,23,86,44.5
Videocon-V7400_id7940,,143,320,8,240,107.5,,264,4.50,13.8,104,57
HTC-Desire-200_id7894,3,165,480,5,320,107.7,5,693,10.90,11.9,100,60.8
HTC-Ozone_id3671,3,167,240,4,320,114,5,324,4.83,13,105,64
Sony-Xperia-E-dual_id7595,3,165,480,5,320,113.5,5,530,6.20,11,116,61.8
HTC-X7500-Advantage_id1908,3,,480,,640,133.5,5,300,5.50,16,359,98
LAVA-Iris-Atom-2_id9896,1,218,854,5,480,134,5,161,15.83,9.15,130,66
Motorola-v60t_id77,,,64,,96,87,,242,4.00,27,122,45
Samsung-T330G_id5153,,,,1,,100,,200,5.00,14,92,49
Coolpad-Rogue_id9784,1,233,800,0,480,124,1,144,8.33,12.4,110,64
Acer-Iconia-Tab-A211_id7140,1,149,800,1,1280,260,1,,,12.4,770,175
Karbonn-A202_id9800,2,134,480,3,320,115,5,250,5.00,10.3,108,61.2
Sanyo-SCP-4700_id33,,,,,,135,,288,4.00,28,142,44
Samsung-E1160_id4337,,119,128,5,128,105.9,,654,14.80,14.8,79,45
Toshiba-K01_id4454,3,228,800,1,480,,,,,,,
LG-G4c_id9445,1,294,1280,0,720,139.7,1,,,10.2,136,69.8
Alcatel-OT-305_id5350,,125,128,4,128,107,,400,5.00,14.3,67,46
Acer-CloudMobile_id6926,1,342,1280,3,720,127,1,355,6.50,9.9,125,65.8
Samsung-Serenata_id2418,,150,240,3,240,109.5,,280,3.00,19.7,136,63
Alcatel-OT-V607A_id5859,,114,160,8,128,92,,300,7.00,22.9,83,45.6
Verykool-Sol-Quatro-s5016_id9475,1,220,960,0,540,142.9,5,,,8.3,136,71.4
ZTE-E821_id6630,,167,240,4,320,110,,,,12.4,,61
Sagem-MyX-1_id828,,,96,,64,106,,300,3.50,24,93,46.4
Micromax-X096_id8845,,157,220,8,176,116,,250,3.00,15.4,96,51.5
Motorola-A732_id1331,,,160,,128,88,,,,22,,43
Sanyo-SCP-8400_id1712,,,320,,240,86,,,4.00,25.5,102,45.5
Pantech-PN-320--PN-3200--CDM-8932_id1860,,,220,,176,89,,228,3.16,16.3,100,49
Huawei-IDEOS-S7_id5307,3,133,800,0,480,209,5,,,15.5,500,108
LAVA-Iris-Fuel-10_id9317,1,218,854,5,480,134.5,1,414,16.00,10.55,,66.5
Haier-P7_id2882,,,128,,64,150,,150,3.50,18.2,65,27
ARCHOS-Diamond-2-Plus_id9999,1,401,1920,5,1080,148.3,4,,,8.3,130,73.8
Motorola-DROID-4_id6431,1,275,960,0,540,127,1,204,12.50,13,179,67
Nokia-3589i_id649,,,65,,96,119,,288,3.00,23,288,59
Ericsson-A2218z--R300z_id583,,,,,,128,,150,8.00,26,182,49
LAVA-KKT39_id6571,,167,320,4,240,,,,,,,
Motorola-V810_id671,,,160,,128,,,120,2.66,,85,
i-mobile-Hitz-2206_id6335,,141,176,0,220,110,,667,4.00,13.4,,59.4
Samsung-Galaxy-Tab-E-8,1,189,1280,0,800,212.1,5,,,8.9,359,126
Samsung-SGH-E608_id799,,,128,,128,82,,175,3.80,23.5,85,41.8
Haier-X76_id5977,,167,400,8,240,107.2,,270,7.00,13.1,,51
NEC-N830_id1083,,,240,,320,101,,100,3.30,24,110,49
Lenovo-IdeaTab-K2_id6809,1,224,1200,1,1920,,,,,,,
HTC-Desire-728_id9629,1,267,1280,5,720,157.9,2,,26.00,7.87,153,77.8
Pantech-S100_id1825,,114,160,8,128,105,,200,3.50,11.9,70,42
Alcatel-OT-255A_id5346,,114,128,8,160,100.5,,400,9.00,12,76,58
HTC-Hurricane_id1300,3,,320,,240,108,,150,3.00,17.5,107,46
Motorola-A630_id850,,,220,,176,99,,200,5.00,23,100,45
GIGABYTE-GSmart-Essence-4_id9780,1,233,800,0,480,124,5,300,12.00,9.6,105,62
BLU-Dash-J_id9886,1,233,800,0,480,,5,,,,,
Samsung-SGH-E690_id1714,,102,160,0,128,94,,250,4.00,16,95,48
Samsung-T159_id7207,3,116,160,8,128,97,,264,5.00,15,82,48
Karbonn-K3000-Gamester_id7049,,143,320,8,240,,,,,,,
ZTE-Kis_id6978,3,165,480,5,320,114.5,5,,,11.5,120,62.5
Samsung-SGH-S300_id457,,,128,,128,80,,110,5.00,20,70,40
Xolo-Q1000-Opus_id9025,1,196,854,0,480,143.3,1,700,18.00,8.95,,72.9
Samsung-Convoy_id3783,,128,220,2,176,98,,537,5.00,24,110,51
Samsung-Access_id2538,,174,240,3,320,114,,400,4.00,12,98,58
Videocon-A10F_id8745,3,165,480,5,320,117.7,5,,,11.7,,62
LAVA-Flair-S1_id10082,1,218,854,5,480,135,5,,13.14,9.05,143,67
ZTE-Blade-III_id7736,3,233,800,0,480,120.5,5,250,4.00,10.85,130,63.5
LG-BX-4170_id1019,,,,,,,,,,,,
ICEMOBILE-Tornado-II_id6592,,182,240,2,320,107,,200,4.16,13.8,101,45.4
Xolo-Q600_id8224,1,218,854,5,480,133.5,5,333,13.40,11.9,,67
Nokia-6021_id1146,,,128,,128,106,,320,3.00,20,88,44
LG-U900_id2053,,182,320,2,240,100.6,,130,4.00,21.4,110,50.6
Nokia-7200_id636,,,128,,128,86,,300,5.00,26,115,50
AT-T-Impulse-4G_id6096,3,246,800,8,480,120,,240,4.00,11.6,125,65
Latte-Slim11b_id2174,,148,220,9,176,107,,120,2.50,11,62,43
Asus-P526_id2742,3,154,320,6,240,110,,150,5.00,15.4,115,58
Acer-ICONIA-TAB-A500_id5233,1,149,800,1,1280,,1,,,,730,
HTC-Hero_id4183,3,180,480,2,320,114,5,360,4.16,14,128,56
NEC-N700_id729,,,160,,128,90,,240,5.00,23,90,43
Samsung-Highlight_id3724,,155,400,0,240,108,,432,6.50,14,105,54
Amoi-A200_id6219,,121,128,5,128,82.0,,,,15.0,,41.0
Samsung-GALAXY-S-WiFi-4,3,233,800,0,480,,5,,,,141,
Sonim-XP1_id4030,,116,160,8,128,113,,200,5.00,22,128,50
Samsung-GALAXY-S-WiFi-3,3,158,480,6,320,115.9,,,,9.65,,62.4
Sony-Ericsson-W600_id1261,,,220,,176,93,,200,6.00,22.5,120,46.5
BlackBerry-Curve-3G-T-Mobile_id4827,3,167,240,4,320,109,5,456,4.50,14,105,60
Alcatel-OT-710_id5397,,141,320,8,240,,,800,6.00,,85,
Emporia-TALKcomfort_id6783,,,,,,,,400,4.00,,,
Karbonn-Titanium-S320_id9808,1,220,960,0,540,136.6,1,240,10.00,9.9,190,69.8
Yezz-Andy-5M-VR_id10095,1,196,854,0,480,145.5,1,,,9,104,75.3
Karbonn-KT16-Iconik_id7047,,,,8,,,,,,,,
LG-KP152_id3287,,121,128,5,128,88,,300,3.00,18.7,80,47
NEC-N331i_id1104,,,160,,128,101,,200,4.00,24,110,48
Nokia-E63-US_id3258,3,169,240,4,320,113,,432,11.00,13,126,59
LG-U300_id2036,,,220,,176,96,,220,2.25,22,93,50
Nokia-3250_id1341,,,208,,176,104,,245,3.00,20,115,50
LG-KF600_id2588,,200,320,0,240,101,,300,3.00,14,107,51
Nokia-114_id7591,,114,160,8,128,110,,637,10.50,14.8,80,46
Latte-Slim-41f_id3072,,,,,,92,,,,15,,49.5
Lemon-Mobiles-Ocean-2_id9303,3,165,480,5,320,,5,,,,,
Fly-Eclipse-IQ4418_id9222,1,233,800,0,480,125,5,,6.00,9.7,,63.5
Spice-Mobile-Samba_id6528,,182,320,2,240,113,,194,9.20,12.4,62,49.8
ICEMOBILE-Hydro_id8492,,114,176,0,144,,,,,,,
Motorola-DROID-MAXX-2_id9775,1,402,1920,5,1080,,2,,,,169,
Nokia-3100--3120_id579,,,128,,128,102,,410,6.00,15,85,43
Kyocera-KX440--KX444_id794,,,80,,104,114,,96,3.30,28,122,49
Alcatel-OT-800a_id4378,,182,240,2,320,111,,450,9.00,13.9,102,58.2
LG-Optimus-Pad-LTE_id6844,1,165,720,9,1280,245,,,,9.34,497,151.4
Nokia-6030_id1194,,,128,,128,104,,300,3.00,18,90,44
Micromax-A54-Smarty-3,3,165,480,5,320,,5,170,4.00,,,
Samsung-SCH-i830_id1115,3,,320,,240,132,,180,3.50,15,181,71
Motorola-RIZR-Z8_id1952,,182,320,2,240,109,,384,5.00,15,112,50
ARCHOS-40-Cesium_id8862,1,233,800,0,480,126,5,208,9.30,10.5,126,64
ZTE-Overture_id8197,1,233,800,0,480,124,1,300,9.50,12,128,66
Samsung-GALAXY-Ace-DUOS_id7121,3,165,480,5,320,112.74,5,520,16.60,11.5,122,61.5
Nokia-2660_id2137,,,160,,128,87,,310,7.00,21,80,45
Zen-Mobile-Ultrafone-402-style_id9432,1,233,800,0,480,,5,,,,130,
LG-Phoenix_id5490,3,180,480,2,320,114,,480,7.50,13,91,59
Alcatel-OneTouch-PIXI-7_id8457,1,157,960,0,540,,5,,,,285,
Huawei-IDEOS-X1_id5539,3,143,320,8,240,104,5,336,4.00,13,100,56
Nokia-603_id6491,3,210,640,5,360,113.5,5,540,8.70,12.7,110,57.1
ZTE-Sonata-4G_id8287,1,233,800,0,480,124,1,312,5.00,11,147,65
Acer-beTouch-E110_id4446,3,143,320,8,240,103.5,5,,,13.4,105,54
Motorola-V1000_id747,,,320,,240,,,120,6.00,,91,
Samsung-SGH-E360_id1366,,,160,,128,87,,200,3.00,22.5,79,45.5
Sony-Ericsson-Xperia-neo-V_id6114,3,265,854,7,480,116,5,430,6.91,13,126,57
Nokia-E66_id2972,3,167,320,4,240,107.5,5,264,7.50,13.6,121,49.5
Dell-Venue-8-Pro_id8245,1,189,800,0,1280,216,2,,,9,394,130
Samsung-SGH-T219_id1889,,,160,,128,88,,210,6.00,20,80,45
Samsung-C3750_id5316,,167,320,4,240,98,,500,11.00,15.4,89,49
Videocon-V1548_id7916,,154,320,6,240,100.9,,,,14.3,,53.2
Zen-Mobile-U1_id7986,3,,,5,,,,144,5.00,,,
LG-G-Pro-3_id9506,,490,2560,0,1440,,,,,,,
Samsung-C3110_id3436,,141,220,0,176,99.8,,490,8.66,15,96,48.8
Motorola-v60p--v60s_id563,,,64,,96,87,,55,2.58,31,124,45
Alcatel-OneTouch-Scribe-HD_id7624,1,294,1280,0,720,144,1,500,9.00,8.5,135,75
LG-AX155_id2927,,121,128,5,128,115,,140,3.00,12,97,54
Nokia-6125_id1441,,,160,,128,90,,280,2.50,23.5,98,46
HTC-Tattoo_id3914,3,143,320,8,240,106,5,340,6.50,14,113,55.2
Kyocera-KX433--KX434-Rave_id703,,,80,,104,112,,180,3.50,23,100,49
Motorola-V190_id1306,,,160,,128,91.5,,700,11.25,24,98,44.5
LG-LX370_id3330,,200,320,0,240,104,,,6.00,16,105,48
BLU-Vivo-Air-LTE_id9643,1,306,1280,8,720,141.9,2,700,22.00,5.1,98,68.1
Samsung-SGH-S150G_id8784,3,102,160,0,128,115,5,250,5.00,14,79,49
ICEMOBILE-Gravity-4,1,245,854,0,480,140.4,1,300,12.00,16.3,316,75.8
LG-A7110_id936,,,160,,128,92,,200,3.00,25,110,47
HTC-Hero-CDMA_id3968,3,180,480,2,320,113,5,,4.00,14,128,56
Samsung-Smooth_id3563,,108,160,9,128,96,,336,5.00,19,95,47
HTC-7-Trophy_id4919,3,246,800,8,480,118.5,5,360,6.75,12,140,61.5
LG-L60_id8969,1,217,800,3,480,124.1,5,264,5.20,12,119,66.3
Samsung-SPH-N345_id979,,,64,,128,105,,150,3.00,13,75,43
Videocon-Infinium-Z30_id9295,3,165,480,5,320,118.2,5,,,10.5,,61.9
Siemens-AF51_id1403,,,130,,130,79,,220,5.00,19.5,80,41
Samsung-SGH-A187_id4811,,141,220,0,176,110,,300,6.00,12,89,58
Sony-Ericsson-T715_id3815,,182,320,2,240,91.5,,400,10.00,14.9,96,48
OPPO-Neo_id8321,1,218,854,5,480,132,5,,,9.2,130,65.8
Kyocera-DuraXTP_id9878,3,167,320,4,240,104.9,5,641,6.80,25.1,163,54.6
Plum-trip_id7195,,226,320,8,240,104,,250,2.50,16.7,50,43.8
Zen-Mobile-ultrafone-502_id8521,1,245,960,5,540,,5,,,,,
Vertu-Signature-Touch_id8705,1,469,1920,7,1080,145,,,,10.65,192,69
Motorola-MOTOKEY-XT_id6336,,167,240,4,320,103,,680,8.30,9.9,87,60
Samsung-Galaxy-S-III-mini_id7536,1,233,800,0,480,121,1,460,11.00,10,113,62
Micromax-Canvas-Knight-2_id9695,1,294,1280,0,720,,2,335,7.75,,,
Huawei-Y635_id9393,1,196,854,0,480,143.6,1,160,15.00,10.2,180,72.5
BLU-Dash-Music-4,1,233,800,0,480,124.1,5,700,15.00,11.7,128,64
Acer-Liquid-S2_id8060,1,368,1080,0,1920,166,2,,,8.99,231,86
OnePlus-X_id9781,1,441,1920,0,1080,140,3,,,6.9,160,69
Motorola-v120e_id472,,,64,,96,126,,258,3.42,28,128,43
Lenovo-Miix_id7912,1,155,768,1,1366,265,2,,,10,544,173
Sony-Xperia-Z3X_id8939,1,487,2560,2,1600,,,,,,,
Karbonn-A6-Turbo_id10174,1,218,854,5,480,141,2,200,6.00,8,146,72.9
Xolo-Black_id9636,1,401,1920,5,1080,155.5,2,736,36.60,7.3,,76.6
Nokia-Oro_id5573,3,210,640,5,360,117.3,5,552,9.60,12.2,132,57.5
Nokia-Atlas_id7451,,,,,,,,,,,,
Celkon-Campus-Q405_id9616,1,233,800,0,480,124,5,,,9.9,137,64.2
Huawei-Ascend-Y520_id9145,1,218,854,5,480,134.2,5,,,10.2,150,67
Karbonn-Titanium-S19_id9260,1,294,1280,0,720,145,1,,,9.75,,71.8
Celkon-C7045_id8612,,165,480,5,320,128,,,,10.2,,68
Karbonn-Alfa-A120_id9822,1,218,854,5,480,133.6,5,,22.00,10.8,164,66.6
LG-G-Pad-X-10,1,224,1920,1,1200,254.3,2,,,7.6,489,161
HTC-Touch-Diamond_id2876,3,286,640,8,480,102,5,285,5.50,11.5,110,51
HTC-Desire-CDMA_id4590,3,252,800,7,480,119,5,136,6.50,11.9,135,60
Acer-beTouch-E210_id5125,3,,,6,,115,5,,,11.5,110,62.5
Siemens-A75_id1142,,,80,,101,101,,250,5.00,20,78,44
Samsung-Cht-322_id4978,,128,176,2,220,109.7,,800,10.00,12.3,95,58.1
HTC-Tanager_id496,3,,220,,176,120,,72,2.50,23,120,50
Samsung-SGH-D357_id1324,,,160,,128,86,,200,5.00,24,99,46
Motorola-EX112_id5273,,174,240,3,320,61,,240,3.00,12.35,102,109
Alcatel-OT-802A_id4579,,167,240,4,320,,,506,9.00,,106,
Micromax-X250_id5893,,141,220,0,176,110,,480,10.00,15.2,76,47
Apple-iPad-2-Wi-Fi_id5264,1,132,768,7,1024,241.2,5,,,8.8,601,185.7
Bird-S570_id2706,,,128,,128,105,,220,7.00,18.5,85,43
Alcatel-OT-565_id5361,,116,160,8,128,96,,500,7.00,16.75,70,46.8
Lemon-Mobiles-Duo-329_id6074,,,,0,,110,,720,8.00,16.5,100,46
ZTE-Compel_id8916,1,233,800,0,480,125,1,360,4.50,11.4,145,65
Siemens-A56--A56i_id454,,,64,,101,102,,250,5.00,20,85,43
LG-PRADA-II_id3201,,155,400,0,240,104.5,,400,3.00,16.7,130,54
HTC-7-Pro_id4970,3,259,800,6,480,117.5,5,360,5.50,15.5,185,59
Samsung-SCH-A850_id1255,,,160,,128,84,,170,3.30,25,108,46
Siemens-CX66--CX65_id749,,,176,,132,108,,300,5.50,18,90,44
Lemon-Mobiles-MU-1_id5917,,167,240,4,320,117.5,,200,3.30,12.9,130,51.5
BLU-Win-HD_id8935,1,294,1280,0,720,144.8,1,750,23.00,7.75,139,69.9
LG-Octane_id4688,,,240,,320,107,,340,6.33,16,128,55
LG-VX-4650_id1271,,,128,,128,96.5,,190,3.15,23,105,49
LG-Wine-II_id4228,,167,320,4,240,101,,336,3.16,16,102,50
Alcatel-OT-517D_id6797,,114,160,8,128,,,,,,66,
Nokia-9500-Communicator_id754,,,200,,640,148,,300,6.00,24,222,57
Kyocera-Brigadier_id8799,1,326,1280,5,720,136.4,2,365,20.00,13.2,187,68.3
Kyocera-S1600_id2727,,121,128,5,128,104,,300,4.00,11.5,59,48
Micromax-X11i_id5889,,121,128,5,128,113.5,,720,17.00,15.75,95,48
Motorola-P280_id35,,,100,,128,124,,135,4.28,23,113,48
Vertu-Ascent-Ti-Ferrari_id5588,,,320,,240,115.5,,400,4.50,13.1,160,49
HTC-Bresson_id5554,,,,,,,,,,,,
T-Mobile-Sidekick-LX_id3445,,306,480,2,854,132,,192,5.50,16,165,61
Plum-Trigger_id8560,3,165,480,5,320,,5,200,5.00,,,
Nokia-Asha-308_id7509,,155,400,0,240,109.9,,570,9.50,13,102,54
Panasonic-Toughpad-JT-B1_id7648,1,170,600,0,1024,,1,,,,952,
Acer-Iconia-W510_id7530,1,155,768,1,1366,258.57,2,,,8.89,580,167.64
Alcatel-OT-602A_id5652,3,167,320,4,240,101.5,,560,7.00,12.75,,52.5
BLU-Life-One-X-2016_id9861,1,424,1920,2,1080,148,2,725,24.00,8.4,,72.8
ZTE-X630_id6642,,141,176,0,220,104.8,,380,5.00,12.8,80,58
Samsung-Galaxy-Victory-4G-LTE_id7112,1,233,800,0,480,121.9,1,216,7.00,12.7,139,63.5
Samsung-SCH-A790_id687,,,220,,176,86,,141,2.90,25.4,119,50.8
Nokia-110_id7115,,114,160,8,128,110,,790,10.50,14.8,80,46
Nokia-6790-Surge_id3713,,167,320,4,240,97.6,5,400,5.00,15.6,124,58
Nokia-1260_id437,,,48,,84,114,,250,3.75,26,150,49
Philips-892_id2813,,154,320,6,240,108,,300,5.00,15,101,56
Gionee-Ctrl-V6L_id9759,1,294,1280,0,720,143,1,208,,6.9,,70.7
Karbonn-K-2_id6416,,128,220,2,176,116,,350,7.00,15.4,,47.9
Samsung-Wave_id4435,3,283,800,3,480,118,,600,15.00,10.9,116,56
Sony-Ericsson-Xperia-Pureness_id4040,,222,320,8,240,,,350,8.50,,70,
INQ-INQ1_id3532,,182,320,2,240,97,,329,5.40,14.4,110,47.6
ZTE-Sonata-2_id9486,1,233,800,0,480,125,1,320,10.30,11.4,147,63.8
Motorola-Renegade-V950_id2626,,182,320,2,240,104,,,4.00,17,118,53
Karbonn-Titanium-MachFive_id9796,1,294,1280,0,720,,2,250,6.00,,157,
Samsung-SGH-T729_id2163,,,220,,176,106,,199,5.00,12.7,80,52
LG-D1L_id7028,1,312,1280,7,720,,,,,,,
Nokia-Mural_id3687,,182,320,2,240,97,,,,16,111,47
BLU-Vivo-Air_id9078,1,306,1280,8,720,139.8,1,750,24.00,5.1,97,67.4
PCD-CDM-8600_id507,,,128,,128,83,,100,2.50,25,90,42
Motorola-XOOM-Wi-Fi_id5222,1,149,800,1,1280,249,1,,,12.9,730,167.8
Spice-Mobile-Stellar-508_id9195,1,196,854,0,480,150.4,5,192,4.00,9.8,95,74.8
Samsung-SGH-A437_id1910,,,160,,128,95,,240,5.00,16,81,48
Acer-Liquid-Glow_id6958,3,252,800,7,480,117,5,,,11.5,125,58.5
Samsung-Beam-I8520_id4440,,252,800,7,480,123,,630,14.16,14.9,155,59.8
Xiaomi-Redmi-2-Prime_id9568,1,312,1280,7,720,,2,,,,133,
Samsung-Gravity-T_id4549,3,143,320,8,240,109,,400,6.00,15,120,57
Acer-Liquid-Metal_id4987,3,259,800,6,480,115,5,450,11.00,13.5,135,63
Celkon-C2010_id7336,,143,320,8,240,120,,600,10.80,14.3,146,55.8
LG-Optimus-G_id7458,1,318,1280,7,768,131.9,2,335,15.00,8.45,145,68.9
LAVA-ARC-12_id7951,,167,320,4,240,,,,,,,
LG-C305_id5098,,167,240,4,320,116,,408,11.54,11.9,90,61.9
Pantech-PG-3310_id1536,,,128,,128,83,,240,3.20,18.5,68,41.5
Sony-Ericsson-K810_id1939,,200,320,0,240,106,,400,10.00,17,104,48
Karbonn-A30-TA-FONE_id7758,1,158,800,9,480,166,5,610,10.00,10.7,280,91
Samsung-SCH-A725_id884,,,,,,84,,150,3.00,24,85,47
Huawei-Ascend-P2_id7737,1,315,1280,7,720,136.2,1,269,16.68,8.4,122,66.7
Nokia-6235i_id1003,,,128,,128,105,,288,3.50,18,98,42
General-Mobile-DSTM1_id3894,,167,320,4,240,110,,280,4.00,13.6,93,50
Huawei-Ascend-G6_id8460,1,245,960,5,540,131.2,,,,7.85,115,65.3
Motorola-KRZR-K3_id1967,,200,320,0,240,103,,338,3.03,16,110,42
Alcatel-OT-908_id5499,3,143,320,8,240,110,,550,6.00,12.4,120,57.4
Lemon-Mobiles-Duo-409_id6568,,,,4,,111,,528,7.00,12,80,49
Micromax-Bolt-Q332_id9935,1,196,854,0,480,141.15,5,225,6.30,9.75,141,73.05
Motorola-i365IS_id3458,,,130,,130,135,,140,5.00,30,190,53
LG-TM220_id589,,,80,,128,,,,,,100,
Samsung-S275G_id7722,3,116,160,8,128,97,1,216,5.50,17,70,49
i-mobile-315i_id4094,,121,128,5,128,98,,250,3.00,15.1,80,46.3
Spice-Mobile-Smart-Flo-Mettle-4x_id8656,1,233,800,0,480,119.9,5,250,6.00,10.8,122,58
Celkon-Campus-A402_id9614,3,233,800,0,480,125.5,5,,,10.2,104,64
Motorola-i95cl_id168,,,160,,120,89,,75,3.43,32,164,48
Sendo-S251_id452,,,64,,96,114,,265,3.00,25,98,50
Samsung-Beat-Twist_id4355,,141,220,0,176,96.5,,360,8.00,16.3,85,47
Celkon-Millennia-Q5k-Power_id9581,1,196,854,0,480,145,5,450,,10,169,72
Sony-Ericsson-Spiro-a_id4566,,182,320,2,240,92,,476,4.50,16.75,90,48
